User name,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,2020-12-05T17:52:24Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.21.54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,,[],,29b69a5e-b93f-4b03-8948-524abec715c6,FALSE,AwsConsoleSignIn,2.59462E+11,Management
CloudTrail,2020-12-05T17:50:55Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.21.54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,c371ccf6-1648-42c7-a294-f35839daa2af,FALSE,AwsConsoleSignIn,2.59462E+11,Management
CloudTrail,2020-12-05T17:49:23Z,s3.amazonaws.com,CreateBucket,us-east-1,165.225.21.54,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.893 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-259461813848-8c719478""}]",E638D8EEEA3433FB,5099da03-0b13-414e-83fa-6fbe2224c548,FALSE,AwsApiCall,2.59462E+11,Management
CloudTrail,2020-12-05T17:49:23Z,s3.amazonaws.com,PutBucketPolicy,us-east-1,165.225.21.54,"[AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.893 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.275-b01 java/1.8.0_275 vendor/Oracle_Corporation]",,"[{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""aws-cloudtrail-logs-259461813848-8c719478""}]",8215BB4968142E33,ddc253c0-1981-4941-9670-1d57ade81f66,FALSE,AwsApiCall,2.59462E+11,Management
CloudTrail,2020-12-05T17:40:39Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],c9a41542-975a-416f-b0ad-e6913d2dfb11,fb39499b-f377-4e94-9b33-730e3006b34a,FALSE,AwsApiCall,2.59462E+11,Management
CloudTrail,2020-12-05T17:40:16Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.21.54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,898ed7fc-daf9-4b1c-94a2-a924e438b306,FALSE,AwsConsoleSignIn,2.59462E+11,Management
Ricky,2020-12-05T17:37:41Z,iam.amazonaws.com,AddUserToGroup,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",3a40c0de-ba55-44df-829c-5d372bf0726c,63b21a8c-7f59-424b-ac94-46a50c863df6,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:37:25Z,iam.amazonaws.com,AddUserToGroup,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",48c2b7e1-947e-4fad-8062-444cd78534d2,a9f24734-2f39-4bf6-a8a5-1f6ac0d0dc0f,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:35:33Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",5f9b9a78-a166-4941-bde5-e10805c06a48,6d4b8a89-8bfa-4699-9a44-c4ab30cd7ecb,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:35:31Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",1f2a267e-e109-40cc-8a91-7a38c591460f,5fca405a-d064-4787-9af1-b9275c2e4733,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:35:30Z,iam.amazonaws.com,CreateUser,us-east-1,88.142.47.127,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::259461813848:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDATY2JBCZMOUKBIL6VW""}]",ba9139b1-4615-4081-83ca-869c1ade52d0,7cdc5e09-e85b-4c63-97fa-4b10ab8a87fd,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:35:30Z,iam.amazonaws.com,CreateUser,us-east-1,88.142.47.127,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::259461813848:user/CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDATY2JBCZMADENNV4T3""}]",764cfe0a-cc2c-45de-a064-acad5c99d166,d31a2aa1-3d75-4ddb-a997-3ebc9c2316e4,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:24:17Z,iam.amazonaws.com,CreateGroup,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATY2JBCZMDIYJM6KOO""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::259461813848:group/Reviewers""}]",f7b5cc9a-2e2f-40e1-af2b-f0ba3dee99f1,6e662b6e-ffd1-4310-854e-30600571574e,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:24:17Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",a0fadcfe-883a-4f2a-b7b8-d3e37b7cd77e,e46f318c-66bd-499a-ba48-ad48eb4f89c8,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:22:40Z,iam.amazonaws.com,CreateGroup,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::259461813848:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATY2JBCZMEZQWIS5AN""}]",b189ff50-d552-44f5-b164-833b721f614c,a4b41f9d-7c35-43a1-91c3-74de2b7faf2c,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:22:40Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",63a6f274-bce6-40d7-9f67-bc63a0ffc2af,b51c7374-32ff-4a66-a7b5-c23a4ccc8130,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:22:40Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,165.225.21.54,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",583c7697-8687-4287-bd63-213b53537b81,bf586ccb-20a3-44af-b5ae-0888159d0025,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T17:20:40Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,165.225.21.54,console.amazonaws.com,,[],06d86fe9-3100-4f86-a208-6e700f737619,bbce771c-df06-49e1-b8b7-ed7d1b185681,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T15:39:18Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,165.225.21.54,console.amazonaws.com,,[],0a86c2e7-2c30-40aa-8799-393008d180fe,57b9ed82-fa30-420b-aae0-b55bc96d475a,FALSE,AwsApiCall,2.59462E+11,Management
Ricky,2020-12-05T15:31:17Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.21.54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,8fb0164b-bd7f-4bfc-82cc-ecb4316225a3,FALSE,AwsConsoleSignIn,2.59462E+11,Management
Ricky,2020-11-24T09:55:41Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,0d3f6e59-5f2b-4755-9dcf-4f4552325df1,,AwsConsoleSignIn,2.59462E+11,
root,2020-11-23T16:23:43Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,21017a65-d499-451a-9c5e-251aef075594,,AwsConsoleSignIn,2.59462E+11,
root,2020-11-21T02:54:27Z,billingconsole.amazonaws.com,GetDefaultInstrument,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,6dd53e1c-af23-4b9a-9070-33c059502740,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-21T02:54:27Z,billingconsole.amazonaws.com,GetBillingAddress,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,886f197b-a87a-4c41-a6b3-5c0dab4a3621,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-21T02:54:27Z,billingconsole.amazonaws.com,AWSPaymentInstrumentGateway.Get,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,b530f1f2-302a-4362-a800-e543925d3880,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-21T02:54:27Z,billingconsole.amazonaws.com,GetAllPurchaseOrders,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,d2916ee6-932c-4ffa-b2aa-444f45d35628,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-21T02:54:26Z,billingconsole.amazonaws.com,GetDefaultCurrency,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,3d2157a8-c6f3-46eb-81bf-10a918e877b2,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-21T02:54:26Z,billingconsole.amazonaws.com,GetAccountMarketplaceGroup,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,841e9506-d4dc-4113-87cf-bfad70680e86,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-21T00:28:58Z,signin.amazonaws.com,ConsoleLogin,us-east-1,109.24.236.135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,57d478ce-98aa-4c60-9e95-4fd6f0d61228,,AwsConsoleSignIn,2.59462E+11,
root,2020-11-20T23:39:26Z,iam.amazonaws.com,CreateServiceLinkedRole,us-east-1,rds.amazonaws.com,rds.amazonaws.com,,[],c265f253-b3af-4bda-942b-a08cee15d6f6,d112b27a-7abc-4b61-a6b6-34dba0c5ff4d,,AwsApiCall,2.59462E+11,
root,2020-11-20T23:39:25Z,iam.amazonaws.com,CreateRole,us-east-1,165.225.77.50,aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Role"",""resourceName"":""AROATY2JBCZMKHE77GHSP""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""arn:aws:iam::259461813848:role/rds-monitoring-role""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",f7450877-6c66-4c3e-b1e2-465178ec241c,2ed0ee69-7afe-4e0e-953b-7de4858e22e0,,AwsApiCall,2.59462E+11,
root,2020-11-20T23:39:25Z,iam.amazonaws.com,AttachRolePolicy,us-east-1,165.225.77.50,aws-internal/3 aws-sdk-java/1.11.848 Linux/4.9.217-0.3.ac.206.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.202-b08 java/1.8.0_202 vendor/Oracle_Corporation,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/service-role/AmazonRDSEnhancedMonitoringRole""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""rds-monitoring-role""}]",d4a2d870-32a1-401c-804c-ca57c6be8a88,b7571925-23e1-42b0-8943-cdfe556f08f5,,AwsApiCall,2.59462E+11,
root,2020-11-20T22:13:59Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,3a37892e-ded8-48d3-a8ab-e542639772db,,AwsConsoleSignIn,2.59462E+11,
Ricky,2020-11-15T14:09:29Z,billingconsole.amazonaws.com,RedeemPromoCode,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",,[],,84421865-7c9e-4037-b4a8-9d25b2653e76,FALSE,AwsConsoleAction,2.59462E+11,
Ricky,2020-11-15T14:06:05Z,budgets.amazonaws.com,UpdateBudget,us-east-1,165.225.77.50,Coral/Netty4,,[],f22c4eae-04a5-4e15-88c4-5a03c44764cf,63bc402e-1075-4e83-aacd-d97ae570a059,,AwsApiCall,2.59462E+11,
Ricky,2020-11-15T14:04:00Z,budgets.amazonaws.com,CreateBudget,us-east-1,165.225.77.50,Coral/Netty4,,[],bb222069-a5d9-4feb-b3ee-e606055d986d,ca53b171-0231-484f-a486-6f1ea3169357,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:53:34Z,billingconsole.amazonaws.com,SetIAMAccessPreference,us-east-1,165.225.77.50,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0,,[],,639337e8-d23c-47a8-bd38-8aabcb79159b,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T13:50:37Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:79.0) Gecko/20100101 Firefox/79.0,,[],,62f711c0-8bb5-4345-abfb-c1f2ebba5310,,AwsConsoleSignIn,2.59462E+11,
Ricky,2020-11-15T13:42:06Z,iam.amazonaws.com,ChangePassword,us-east-1,AWS Internal,AWS Internal,,[],6f818414-cb47-4fba-a7d1-f2f7c6599b19,2eadba3f-980b-4a9c-9767-fa0cc339f6fc,FALSE,AwsApiCall,2.59462E+11,
Ricky,2020-11-15T13:41:49Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",,[],,a01993f5-a92d-437f-b4c2-a91a747d068b,,AwsConsoleSignIn,2.59462E+11,
HIDDEN_DUE_TO_SECURITY_REASONS,2020-11-15T13:41:27Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",,[],,82c7c291-9512-42dd-944e-ebd34e972b58,,AwsConsoleSignIn,2.59462E+11,
root,2020-11-15T13:40:19Z,iam.amazonaws.com,CreateAccountAlias,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccountAlias"",""resourceName"":""rahulkumar01""}]",ef76c8e4-0553-475e-8820-9da1702c2da2,bde15d95-181a-45ea-a731-c83a58b0cbca,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:39:33Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",,[],,d487a31f-8d6b-4a38-b2b3-49e7192138e0,,AwsConsoleSignIn,2.59462E+11,
root,2020-11-15T13:36:41Z,iam.amazonaws.com,DeleteAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAIX4G77SL7VEQLLOA""}]",6e30a7e8-bdbb-494b-8e36-edff28bd1431,e22aa405-3603-4d23-84aa-e12a56ff9262,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:36:37Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAIX4G77SL7VEQLLOA""}]",cc975f18-4d11-4d51-8ede-8190504838f2,a45b342f-efb6-453c-9369-939f6e46667e,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:36:22Z,iam.amazonaws.com,DeleteAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAIMC3SUYD6FOBQWAQ""}]",dc0730f2-1185-4b0b-822d-5f597dd45757,dabac984-5bcc-45f8-aeac-1da121dbe923,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:35:30Z,iam.amazonaws.com,CreateAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAIX4G77SL7VEQLLOA""}]",b06b020d-ce2e-41dc-8953-e3022f00b6f1,095c68ba-e043-40ce-90a2-fedd81c56d6c,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:33:10Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,[],42d3044d-ed16-42c5-9128-a51f83b2be70,452f5835-2e59-4a8b-bb85-520551236d2b,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:28:45Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",9deacd10-74c3-496e-8cb0-8698f66bdd22,f05baf40-666c-45dc-9f33-f45a3479a0ba,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:28:31Z,iam.amazonaws.com,DetachUserPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",6a590936-19e2-45ce-b00c-b92bd5a07c61,e09715e0-ecc0-45d0-aa69-739e4ebb87ce,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:24:33Z,iam.amazonaws.com,AddUserToGroup,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""admin""}]",cfb4e84a-9f2f-4b66-8ea6-270a1b416be8,9f641b1d-066d-4324-b3ba-c449012227d1,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:24:14Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""admin""}]",766cba11-9b5b-448f-b15e-b3b8a6c91dba,16d4741b-48f2-4615-a626-04d66eac0b0f,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:24:14Z,iam.amazonaws.com,CreateGroup,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""admin""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::259461813848:group/admin""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPATY2JBCZMBVBZGRFSA""}]",bf02b11f-54cb-43f4-9c90-663949b099be,8deb35b4-93d1-4ea3-a068-06f243ff878c,,AwsApiCall,2.59462E+11,
